Gene name,ENS ID
LIPE,ENSG00000079435
LIPG,ENSG00000101670
LIPT2,ENSG00000175536
LIX1L,ENSG00000152022
LLGL1,ENSG00000131899
LLGL2,ENSG00000073350
LMAN1,ENSG00000074695
LMAN2,ENSG00000169223
LMAN2L,ENSG00000114988
LMBR1,ENSG00000105983
LMBR1L,ENSG00000139636
LMBRD1,ENSG00000168216
LMBRD2,ENSG00000164187
LMCD1,ENSG00000071282
LMF2,ENSG00000100258
LMLN,ENSG00000185621
LMNA,ENSG00000160789
LMNB1,ENSG00000113368
LMNB2,ENSG00000176619
LMTK2,ENSG00000164715
LNX2,ENSG00000139517
LONP1,ENSG00000196365
LONP2,ENSG00000102910
LONRF2,ENSG00000170500
LOXL2,ENSG00000134013
LOXL3,ENSG00000115318
LPCAT1,ENSG00000153395
LPCAT2,ENSG00000087253
LPCAT3,ENSG00000111684
LPCAT4,ENSG00000176454
LPGAT1,ENSG00000123684
LPIN2,ENSG00000101577
LPIN3,ENSG00000132793
LPP,ENSG00000145012
LRBA,ENSG00000198589
LRCH3,ENSG00000186001
LRCH4,ENSG00000077454
LRFN3,ENSG00000126243
LRIF1,ENSG00000121931
LRIG1,ENSG00000144749
LRIG2,ENSG00000198799
LRP1,ENSG00000123384
LRP11,ENSG00000120256
LRP12,ENSG00000147650
LRP5,ENSG00000162337
LRP5L,ENSG00000100068
LRP6,ENSG00000070018
LRP8,ENSG00000157193
LRPAP1,ENSG00000163956
LRPPRC,ENSG00000138095
LRRC1,ENSG00000137269
LRRC14,ENSG00000160959
LRRC24,ENSG00000254402
LRRC28,ENSG00000168904
LRRC40,ENSG00000066557
LRRC41,ENSG00000132128
LRRC42,ENSG00000116212
LRRC45,ENSG00000169683
LRRC47,ENSG00000130764
LRRC49,ENSG00000137821
LRRC4B,ENSG00000131409
LRRC57,ENSG00000180979
LRRC58,ENSG00000163428
LRRC59,ENSG00000108829
LRRC61,ENSG00000127399
LRRC8A,ENSG00000136802
LRRC8B,ENSG00000197147
LRRC8C,ENSG00000171488
LRRC8D,ENSG00000171492
LRRCC1,ENSG00000133739
LRRFIP1,ENSG00000124831
LRRFIP2,ENSG00000093167
LRWD1,ENSG00000161036
LSAMP,ENSG00000185565
LSG1,ENSG00000041802
LSM1,ENSG00000175324
LSM10,ENSG00000181817
LSM11,ENSG00000155858
LSM12,ENSG00000161654
LSM14A,ENSG00000257103
LSM14B,ENSG00000149657
LSM2,ENSG00000204392
LSM3,ENSG00000170860
LSM5,ENSG00000106355
LSM6,ENSG00000164167
LSM7,ENSG00000130332
LSS,ENSG00000160285
LTA4H,ENSG00000111144
LTBP4,ENSG00000090006
LTBR,ENSG00000111321
LTN1,ENSG00000198862
LTV1,ENSG00000135521
LUC7L,ENSG00000007392
LUC7L2,ENSG00000269955
LUC7L3,ENSG00000108848
LUZP1,ENSG00000169641
LXN,ENSG00000079257
LY75,ENSG00000054219
LYAR,ENSG00000145220
LYPLA1,ENSG00000120992
LYPLA2,ENSG00000011009
LYPLAL1,ENSG00000143353
LYRM1,ENSG00000102897
LYRM2,ENSG00000083099
LYRM4,ENSG00000214113
LYRM7,ENSG00000186687
LYSMD1,ENSG00000163155
LYSMD3,ENSG00000176018
LYST,ENSG00000143669
LZIC,ENSG00000162441
LZTFL1,ENSG00000163818
LZTS1,ENSG00000061337
LZTS2,ENSG00000107816
M6PR,ENSG00000003056
MACF1,ENSG00000127603
MACROD1,ENSG00000133315
MACROD2,ENSG00000172264
MAD2L1,ENSG00000164109
MAD2L1BP,ENSG00000124688
MAD2L2,ENSG00000116670
MAEA,ENSG00000090316
MAF1,ENSG00000179632
MAFA,ENSG00000182759
MAFB,ENSG00000204103
MAFG,ENSG00000197063
MAGEA2B,ENSG00000183305
MAGEA3,ENSG00000221867
MAGED1,ENSG00000179222
MAGED4,ENSG00000154545
MAGEF1,ENSG00000177383
MAGEH1,ENSG00000187601
MAGEL2,ENSG00000254585
MAGI1,ENSG00000151276
MAGI2,ENSG00000187391
MAGI3,ENSG00000081026
MAK16,ENSG00000198042
MAL2,ENSG00000147676
MALSU1,ENSG00000156928
MALT1,ENSG00000172175
MAMDC4,ENSG00000177943
MAN1A1,ENSG00000111885
MAN1A2,ENSG00000198162
MAN1B1,ENSG00000177239
MAN1C1,ENSG00000117643
MAN2A1,ENSG00000112893
MAN2A2,ENSG00000196547
MAN2B1,ENSG00000104774
MAN2B2,ENSG00000013288
MAN2C1,ENSG00000140400
MANBA,ENSG00000109323
MANBAL,ENSG00000101363
MANEA,ENSG00000172469
MANEAL,ENSG00000185090
MANSC1,ENSG00000111261
MAOA,ENSG00000189221
MAOB,ENSG00000069535
MAP1A,ENSG00000166963
MAP1B,ENSG00000131711
MAP1LC3A,ENSG00000101460
MAP1LC3B2,ENSG00000171471
MAP1S,ENSG00000130479
MAP2K1,ENSG00000169032
MAP2K2,ENSG00000126934
MAP2K3,ENSG00000034152
MAP2K4,ENSG00000065559
MAP2K5,ENSG00000137764
MAP2K7,ENSG00000076984
MAP3K1,ENSG00000095015
MAP3K11,ENSG00000173327
MAP3K15,ENSG00000180815
MAP3K2,ENSG00000169967
MAP3K4,ENSG00000085511
MAP3K7,ENSG00000135341
MAP4,ENSG00000047849
MAP4K2,ENSG00000168067
MAP4K3,ENSG00000011566
MAP4K5,ENSG00000012983
MAP6,ENSG00000171533
MAP7,ENSG00000135525
MAP7D1,ENSG00000116871
MAP7D2,ENSG00000184368
MAP9,ENSG00000164114
MAPK1,ENSG00000100030
MAPK11,ENSG00000185386
MAPK13,ENSG00000156711
MAPK14,ENSG00000112062
MAPK1IP1L,ENSG00000168175
MAPK3,ENSG00000102882
MAPK7,ENSG00000166484
MAPK8,ENSG00000107643
MAPK8IP1,ENSG00000121653
MAPK8IP3,ENSG00000138834
MAPK9,ENSG00000050748
MAPKAP1,ENSG00000119487
MAPKAPK2,ENSG00000162889
MAPKAPK3,ENSG00000114738
MAPKAPK5,ENSG00000089022
MAPKBP1,ENSG00000137802
MAPRE1,ENSG00000101367
MAPRE2,ENSG00000166974
MAPRE3,ENSG00000084764
MARC1,ENSG00000186205
MARC2,ENSG00000117791
MARCH5,ENSG00000198060
MARCH6,ENSG00000145495
MARCH7,ENSG00000136536
MARCH8,ENSG00000165406
MARCKSL1,ENSG00000175130
MARK1,ENSG00000116141
MARK2,ENSG00000072518
MARK3,ENSG00000075413
MARK4,ENSG00000007047
MARS,ENSG00000166986
MARS2,ENSG00000247626
MARVELD2,ENSG00000152939
MARVELD3,ENSG00000140832
MAST1,ENSG00000105613
MAST2,ENSG00000086015
MAST4,ENSG00000069020
MATN2,ENSG00000132561
MATR3,ENSG00000015479
MAU2,ENSG00000129933
MAVS,ENSG00000088888
MAZ,ENSG00000103495
MB21D2,ENSG00000180611
MBD2,ENSG00000134046
MBD4,ENSG00000129071
MBD6,ENSG00000166987
MBIP,ENSG00000151332
MBLAC2,ENSG00000176055
MBNL1,ENSG00000152601
MBNL2,ENSG00000139793
MBNL3,ENSG00000076770
MBOAT1,ENSG00000172197
MBOAT2,ENSG00000143797
MBOAT7,ENSG00000125505
MBP,ENSG00000197971
MBTD1,ENSG00000011258
MBTPS1,ENSG00000140943
MBTPS2,ENSG00000012174
MCAT,ENSG00000100294
MCCC1,ENSG00000078070
MCCC2,ENSG00000131844
MCEE,ENSG00000124370
MCF2L,ENSG00000126217
MCFD2,ENSG00000180398
MCM2,ENSG00000073111
MCM3,ENSG00000112118
MCM3AP,ENSG00000160294
MCM4,ENSG00000104738
MCM5,ENSG00000100297
MCM6,ENSG00000076003
MCM7,ENSG00000166508
MCM8,ENSG00000125885
MCMBP,ENSG00000197771
MCOLN1,ENSG00000090674
MCOLN3,ENSG00000055732
MCRS1,ENSG00000187778
MCTP2,ENSG00000140563
MCTS1,ENSG00000232119
MCU,ENSG00000156026
MCUR1,ENSG00000050393
MDC1,ENSG00000137337
MDH1,ENSG00000014641
MDH2,ENSG00000146701
MDN1,ENSG00000112159
MDP1,ENSG00000213920
ME1,ENSG00000065833
MEA1,ENSG00000124733
MEAF6,ENSG00000163875
MECOM,ENSG00000085276
MECP2,ENSG00000169057
MECR,ENSG00000116353
MED1,ENSG00000125686
MED10,ENSG00000133398
MED11,ENSG00000161920
MED12,ENSG00000184634
MED12L,ENSG00000144893
MED13,ENSG00000108510
MED13L,ENSG00000123066
MED14,ENSG00000180182
MED15,ENSG00000099917
MED16,ENSG00000175221
MED17,ENSG00000042429
MED18,ENSG00000130772
MED19,ENSG00000156603
MED20,ENSG00000124641
MED21,ENSG00000152944
MED22,ENSG00000148297
MED23,ENSG00000112282
MED24,ENSG00000008838
MED25,ENSG00000104973
MED26,ENSG00000105085
MED27,ENSG00000160563
MED28,ENSG00000118579
MED29,ENSG00000063322
MED30,ENSG00000164758
MED31,ENSG00000108590
MED4,ENSG00000136146
MED6,ENSG00000133997
MED7,ENSG00000155868
MED8,ENSG00000159479
MED9,ENSG00000141026
MEF2A,ENSG00000068305
MEF2D,ENSG00000116604
MEGF8,ENSG00000105429
MEGF9,ENSG00000106780
MEIS1,ENSG00000143995
MEIS2,ENSG00000134138
MELK,ENSG00000165304
MEMO1,ENSG00000162959
MEN1,ENSG00000133895
MEPCE,ENSG00000146834
MEST,ENSG00000106484
METAP1,ENSG00000164024
METAP1D,ENSG00000172878
METRN,ENSG00000103260
METTL1,ENSG00000037897
METTL13,ENSG00000010165
METTL14,ENSG00000145388
METTL15,ENSG00000169519
METTL16,ENSG00000127804
METTL17,ENSG00000165792
METTL2A,ENSG00000087995
METTL2B,ENSG00000165055
METTL3,ENSG00000165819
METTL4,ENSG00000101574
METTL5,ENSG00000138382
METTL6,ENSG00000206562
METTL7B,ENSG00000170439
METTL9,ENSG00000197006
MEX3A,ENSG00000254726
MEX3B,ENSG00000183496
MEX3C,ENSG00000176624
MEX3D,ENSG00000181588
MFAP1,ENSG00000140259
MFAP2,ENSG00000117122
MFAP3,ENSG00000037749
MFAP4,ENSG00000166482
MFF,ENSG00000168958
MFGE8,ENSG00000140545
MFHAS1,ENSG00000147324
MFN1,ENSG00000171109
MFN2,ENSG00000116688
MFSD1,ENSG00000118855
MFSD10,ENSG00000109736
MFSD11,ENSG00000092931
MFSD12,ENSG00000161091
MFSD3,ENSG00000167700
MFSD5,ENSG00000182544
MFSD6,ENSG00000151690
MFSD8,ENSG00000164073
MFSD9,ENSG00000135953
MGA,ENSG00000174197
MGAM,ENSG00000257335
MGAT1,ENSG00000131446
MGAT2,ENSG00000168282
MGAT3,ENSG00000128268
MGAT4A,ENSG00000071073
MGAT4B,ENSG00000161013
MGAT5,ENSG00000152127
MGEA5,ENSG00000198408
MGME1,ENSG00000125871
MGMT,ENSG00000170430
MGST2,ENSG00000085871
MGST3,ENSG00000143198
MIA3,ENSG00000154305
MIB1,ENSG00000101752
MIB2,ENSG00000197530
MICAL2,ENSG00000133816
MICALL1,ENSG00000100139
MICU1,ENSG00000107745
MICU2,ENSG00000165487
MID1IP1,ENSG00000165175
MID2,ENSG00000080561
MIEN1,ENSG00000141741
MIER2,ENSG00000105556
MIER3,ENSG00000155545
MIF,ENSG00000240972
MIF4GD,ENSG00000125457
MIIP,ENSG00000116691
MINK1,ENSG00000141503
MINOS1,ENSG00000173436
MINPP1,ENSG00000107789
MIOS,ENSG00000164654
MIPEP,ENSG00000027001
MIS18A,ENSG00000159055
MIS18BP1,ENSG00000129534
MISP,ENSG00000099812
MITD1,ENSG00000158411
MKI67,ENSG00000148773
MKL1,ENSG00000196588
MKL2,ENSG00000186260
MKLN1,ENSG00000128585
MKRN1,ENSG00000133606
MKRN2,ENSG00000075975
MKS1,ENSG00000011143
MLEC,ENSG00000110917
MLF1,ENSG00000178053
MLF2,ENSG00000089693
MLH1,ENSG00000076242
MLH3,ENSG00000119684
MLLT1,ENSG00000130382
MLLT10,ENSG00000078403
MLLT11,ENSG00000213190
MLST8,ENSG00000167965
MLX,ENSG00000108788
MLXIP,ENSG00000175727
MLXIPL,ENSG00000009950
MLYCD,ENSG00000103150
MMAB,ENSG00000139428
MMADHC,ENSG00000168288
MME,ENSG00000196549
MMGT1,ENSG00000169446
MMP11,ENSG00000099953
MMP15,ENSG00000102996
MMP17,ENSG00000198598
MMP2,ENSG00000087245
MMP24,ENSG00000125966
MMRN1,ENSG00000138722
MMS19,ENSG00000155229
MMS22L,ENSG00000146263
MNAT1,ENSG00000020426
MND1,ENSG00000121211
MNT,ENSG00000070444
MNX1,ENSG00000130675
MOB1B,ENSG00000173542
MOB2,ENSG00000182208
MOB3A,ENSG00000172081
MOB4,ENSG00000115540
MOCS1,ENSG00000124615
MOCS2,ENSG00000164172
MOCS3,ENSG00000124217
MOGS,ENSG00000115275
MON1A,ENSG00000164077
MON1B,ENSG00000103111
MON2,ENSG00000061987
MORC2,ENSG00000133422
MORC3,ENSG00000159256
MORF4L1,ENSG00000185787
MORF4L2,ENSG00000123562
MOSPD1,ENSG00000101928
MOSPD2,ENSG00000130150
MOSPD3,ENSG00000106330
MPC1,ENSG00000060762
MPC2,ENSG00000143158
MPDU1,ENSG00000129255
MPDZ,ENSG00000107186
MPG,ENSG00000103152
MPHOSPH10,ENSG00000124383
MPHOSPH6,ENSG00000135698
MPHOSPH8,ENSG00000196199
MPHOSPH9,ENSG00000051825
MPI,ENSG00000178802
MPND,ENSG00000008382
MPP1,ENSG00000130830
MPP2,ENSG00000108852
MPP3,ENSG00000161647
MPP5,ENSG00000072415
MPP6,ENSG00000105926
MPP7,ENSG00000150054
MPRIP,ENSG00000133030
MPST,ENSG00000128309
MPV17,ENSG00000115204
MPV17L2,ENSG00000254858
MPZL1,ENSG00000197965
MRFAP1,ENSG00000179010
MRGBP,ENSG00000101189
MRI1,ENSG00000037757
MRM1,ENSG00000129282
MROH1,ENSG00000179832
MRPL1,ENSG00000169288
MRPL10,ENSG00000159111
MRPL11,ENSG00000174547
MRPL12,ENSG00000262814
MRPL13,ENSG00000172172
MRPL14,ENSG00000180992
MRPL15,ENSG00000137547
MRPL16,ENSG00000166902
MRPL18,ENSG00000112110
MRPL19,ENSG00000115364
MRPL2,ENSG00000112651
MRPL20,ENSG00000242485
MRPL21,ENSG00000197345
MRPL22,ENSG00000082515
MRPL23,ENSG00000214026
MRPL24,ENSG00000143314
MRPL27,ENSG00000108826
MRPL28,ENSG00000086504
MRPL3,ENSG00000114686
MRPL30,ENSG00000185414
MRPL32,ENSG00000106591
MRPL33,ENSG00000243147
MRPL34,ENSG00000130312
MRPL35,ENSG00000132313
MRPL37,ENSG00000116221
MRPL38,ENSG00000204316
MRPL39,ENSG00000154719
MRPL4,ENSG00000105364
MRPL41,ENSG00000182154
MRPL42,ENSG00000198015
MRPL43,ENSG00000055950
MRPL44,ENSG00000135900
MRPL45,ENSG00000174100
MRPL46,ENSG00000259494
MRPL47,ENSG00000136522
MRPL48,ENSG00000175581
MRPL49,ENSG00000149792
MRPL50,ENSG00000136897
MRPL51,ENSG00000111639
MRPL52,ENSG00000172590
MRPL53,ENSG00000204822
MRPL54,ENSG00000183617
MRPL55,ENSG00000162910
MRPL9,ENSG00000143436
MRPS10,ENSG00000048544
MRPS11,ENSG00000181991
MRPS12,ENSG00000128626
MRPS14,ENSG00000120333
MRPS15,ENSG00000116898
MRPS16,ENSG00000182180
MRPS17,ENSG00000239789
MRPS18A,ENSG00000096080
MRPS18B,ENSG00000204568
MRPS18C,ENSG00000163319
MRPS2,ENSG00000122140
MRPS21,ENSG00000187145
MRPS22,ENSG00000175110
MRPS23,ENSG00000181610
MRPS24,ENSG00000062582
MRPS25,ENSG00000131368
MRPS26,ENSG00000125901
MRPS27,ENSG00000113048
MRPS28,ENSG00000147586
MRPS30,ENSG00000112996
MRPS31,ENSG00000102738
MRPS33,ENSG00000090263
MRPS34,ENSG00000074071
MRPS35,ENSG00000061794
MRPS36,ENSG00000134056
MRPS5,ENSG00000144029
MRPS6,ENSG00000243927
MRPS7,ENSG00000125445
MRPS9,ENSG00000135972
MRRF,ENSG00000148187
MRS2,ENSG00000124532
MRTO4,ENSG00000053372
MSANTD2,ENSG00000120458
MSANTD4,ENSG00000170903
MSH2,ENSG00000095002
MSH3,ENSG00000113318
MSH6,ENSG00000116062
MSI1,ENSG00000135097
MSI2,ENSG00000153944
MSL1,ENSG00000188895
MSL2,ENSG00000174579
MSL3,ENSG00000005302
MSLN,ENSG00000102854
MSMO1,ENSG00000052802
MSRA,ENSG00000175806
MSRB2,ENSG00000148450
MSTO1,ENSG00000125459
MTA1,ENSG00000182979
MTA2,ENSG00000149480
MTA3,ENSG00000057935
MTAP,ENSG00000099810
MTCH1,ENSG00000137409
MTCH2,ENSG00000109919
MTDH,ENSG00000147649
MTF2,ENSG00000143033
MTFMT,ENSG00000103707
MTFP1,ENSG00000242114
MTFR1,ENSG00000066855
MTFR1L,ENSG00000117640
MTG1,ENSG00000148824
MTHFD1,ENSG00000100714
MTHFD1L,ENSG00000120254
MTHFD2,ENSG00000065911
MTHFD2L,ENSG00000163738
MTHFR,ENSG00000177000
MTHFS,ENSG00000136371
MTHFSD,ENSG00000103248
MTIF2,ENSG00000085760
MTIF3,ENSG00000122033
MTM1,ENSG00000171100
MTMR1,ENSG00000063601
MTMR12,ENSG00000150712
MTMR14,ENSG00000163719
MTMR2,ENSG00000087053
MTMR3,ENSG00000100330
MTMR6,ENSG00000139505
MTMR7,ENSG00000003987
MTMR9,ENSG00000104643
MTO1,ENSG00000135297
MTOR,ENSG00000198793
MTPAP,ENSG00000107951
MTPN,ENSG00000105887
MTR,ENSG00000116984
MTRF1,ENSG00000120662
MTRF1L,ENSG00000112031
MTRR,ENSG00000124275
MTSS1,ENSG00000170873
MTSS1L,ENSG00000132613
MTUS2,ENSG00000132938
MTX1,ENSG00000173171
MTX2,ENSG00000128654
MTX3,ENSG00000177034
MUL1,ENSG00000090432
MUM1,ENSG00000160953
MUS81,ENSG00000172732
MUT,ENSG00000146085
MUTYH,ENSG00000132781
MVB12B,ENSG00000196814
MVD,ENSG00000167508
MVK,ENSG00000110921
MXD1,ENSG00000059728
MXRA7,ENSG00000182534
MYADM,ENSG00000179820
MYBBP1A,ENSG00000132382
MYCBP,ENSG00000214114
MYCN,ENSG00000134323
MYEF2,ENSG00000104177
MYH10,ENSG00000133026
MYH14,ENSG00000105357
MYH9,ENSG00000100345
MYL12B,ENSG00000118680
MYL6,ENSG00000092841
MYL6B,ENSG00000196465
MYO10,ENSG00000145555
MYO16,ENSG00000041515
MYO18A,ENSG00000196535
MYO19,ENSG00000141140
MYO1A,ENSG00000166866
MYO1B,ENSG00000128641
MYO1C,ENSG00000197879
MYO1D,ENSG00000176658
MYO1E,ENSG00000157483
MYO3A,ENSG00000095777
MYO5A,ENSG00000197535
MYO5B,ENSG00000167306
MYO5C,ENSG00000128833
MYO6,ENSG00000196586
MYO7A,ENSG00000137474
MYO7B,ENSG00000169994
MYO9A,ENSG00000066933
MYO9B,ENSG00000099331
MYPOP,ENSG00000176182
MYRF,ENSG00000124920
MYSM1,ENSG00000162601
MYT1,ENSG00000196132
MYT1L,ENSG00000186487
MZT1,ENSG00000204899
MZT2A,ENSG00000173272
MZT2B,ENSG00000152082
N4BP2,ENSG00000078177
N4BP2L2,ENSG00000244754
N6AMT1,ENSG00000156239
NAA10,ENSG00000102030
NAA15,ENSG00000164134
NAA16,ENSG00000172766
NAA20,ENSG00000173418
NAA25,ENSG00000111300
NAA30,ENSG00000139977
NAA35,ENSG00000135040
NAA38,ENSG00000128534
NAA40,ENSG00000110583
NAA50,ENSG00000121579
NAA60,ENSG00000122390
NAAA,ENSG00000138744
NAALADL1,ENSG00000168060
NAB1,ENSG00000138386
NAB2,ENSG00000166886
NABP2,ENSG00000139579
NACA,ENSG00000196531
NACAD,ENSG00000136274
NACC1,ENSG00000160877
NADK,ENSG00000008130
NADK2,ENSG00000152620
NADSYN1,ENSG00000172890
NAE1,ENSG00000159593
NAF1,ENSG00000145414
NAGA,ENSG00000198951
NAGK,ENSG00000124357
NAGLU,ENSG00000108784
NAGPA,ENSG00000103174
NANOS1,ENSG00000188613
NANP,ENSG00000170191
NANS,ENSG00000095380
NAP1L1,ENSG00000187109
NAP1L4,ENSG00000205531
NAP1L5,ENSG00000177432
NAPB,ENSG00000125814
NAPEPLD,ENSG00000161048
NAPG,ENSG00000134265
NARF,ENSG00000141562
NARFL,ENSG00000103245
NARS,ENSG00000134440
NARS2,ENSG00000137513
NAT10,ENSG00000135372
NAT14,ENSG00000090971
NAT9,ENSG00000109065
NAV1,ENSG00000134369
NAV2,ENSG00000166833
NBAS,ENSG00000151779
NBEA,ENSG00000172915
NBEAL1,ENSG00000144426
NBEAL2,ENSG00000160796
NBR1,ENSG00000188554
NCAM1,ENSG00000149294
NCAPD2,ENSG00000010292
NCAPD3,ENSG00000151503
NCAPG,ENSG00000109805
NCAPG2,ENSG00000146918
NCAPH,ENSG00000121152
NCAPH2,ENSG00000025770
NCBP1,ENSG00000136937
NCBP2,ENSG00000114503
NCDN,ENSG00000020129
NCEH1,ENSG00000144959
NCK1,ENSG00000158092
NCK2,ENSG00000071051
NCKAP1,ENSG00000061676
NCKAP5,ENSG00000176771
NCKAP5L,ENSG00000167566
NCKIPSD,ENSG00000213672
NCL,ENSG00000115053
NCLN,ENSG00000125912
NCOA1,ENSG00000084676
NCOA2,ENSG00000140396
NCOA4,ENSG00000138293
NCOA5,ENSG00000124160
NCOA6,ENSG00000198646
NCOA7,ENSG00000111912
NCOR1,ENSG00000141027
NCOR2,ENSG00000196498
NCS1,ENSG00000107130
NCSTN,ENSG00000162736
NDC1,ENSG00000058804
NDC80,ENSG00000080986
NDE1,ENSG00000072864
NDEL1,ENSG00000166579
NDFIP1,ENSG00000131507
NDFIP2,ENSG00000102471
NDRG1,ENSG00000104419
NDRG3,ENSG00000101079
NDRG4,ENSG00000103034
NDST1,ENSG00000070614
NDST2,ENSG00000166507
NDUFA10,ENSG00000130414
NDUFA11,ENSG00000174886
NDUFA12,ENSG00000184752
NDUFA13,ENSG00000186010
NDUFA2,ENSG00000131495
NDUFA3,ENSG00000170906
NDUFA4,ENSG00000189043
NDUFA5,ENSG00000128609
NDUFA6,ENSG00000184983
NDUFA7,ENSG00000267855
NDUFA8,ENSG00000119421
NDUFAB1,ENSG00000004779
NDUFAF1,ENSG00000137806
NDUFAF2,ENSG00000164182
NDUFAF3,ENSG00000178057
NDUFAF4,ENSG00000123545
NDUFAF6,ENSG00000156170
NDUFAF7,ENSG00000003509
NDUFB1,ENSG00000183648
NDUFB10,ENSG00000140990
NDUFB11,ENSG00000147123
NDUFB2,ENSG00000090266
NDUFB3,ENSG00000119013
NDUFB4,ENSG00000065518
NDUFB5,ENSG00000136521
NDUFB6,ENSG00000165264
NDUFB7,ENSG00000099795
NDUFB8,ENSG00000166136
NDUFB9,ENSG00000147684
NDUFC1,ENSG00000109390
NDUFC2,ENSG00000151366
NDUFS1,ENSG00000023228
NDUFS2,ENSG00000158864
NDUFS3,ENSG00000213619
NDUFS5,ENSG00000168653
NDUFS6,ENSG00000145494
NDUFS7,ENSG00000115286
NDUFS8,ENSG00000110717
NDUFV1,ENSG00000167792
NDUFV2,ENSG00000178127
NDUFV3,ENSG00000160194
NEBL,ENSG00000078114
NECAB2,ENSG00000103154
NECAP2,ENSG00000157191
NEDD4L,ENSG00000049759
NEDD8,ENSG00000129559
NEFM,ENSG00000104722
NEIL2,ENSG00000154328
NEK1,ENSG00000137601
NEK3,ENSG00000136098
NEK4,ENSG00000114904
NEK6,ENSG00000119408
NEK9,ENSG00000119638
NELFA,ENSG00000185049
NELFB,ENSG00000188986
NELFCD,ENSG00000101158
NELFE,ENSG00000204356
NEMF,ENSG00000165525
NENF,ENSG00000117691
NETO1,ENSG00000166342
NETO2,ENSG00000171208
NEU1,ENSG00000204386
NEURL1B,ENSG00000214357
NEURL4,ENSG00000215041
NEUROD1,ENSG00000162992
NF1,ENSG00000196712
NF2,ENSG00000186575
NFAT5,ENSG00000102908
NFATC2IP,ENSG00000176953
NFATC3,ENSG00000072736
NFKB1,ENSG00000109320
NFKBIB,ENSG00000104825
NFKBIE,ENSG00000146232
NFKBIL1,ENSG00000204498
NFRKB,ENSG00000170322
NFS1,ENSG00000244005
NFU1,ENSG00000169599
NFXL1,ENSG00000170448
NFYA,ENSG00000001167
NFYB,ENSG00000120837
NFYC,ENSG00000066136
NGDN,ENSG00000129460
NGLY1,ENSG00000151092
NGRN,ENSG00000182768
NHEJ1,ENSG00000187736
NHLRC2,ENSG00000196865
NHLRC3,ENSG00000188811
NHP2,ENSG00000145912
NHS,ENSG00000188158
NHSL1,ENSG00000135540
NID1,ENSG00000116962
NIF3L1,ENSG00000196290
NIN,ENSG00000100503
NIP7,ENSG00000132603
NIPA1,ENSG00000170113
NIPA2,ENSG00000140157
NIPAL1,ENSG00000163293
NIPBL,ENSG00000164190
NIPSNAP1,ENSG00000184117
NIPSNAP3A,ENSG00000136783
NIPSNAP3B,ENSG00000165028
NIT1,ENSG00000158793
NIT2,ENSG00000114021
NKAP,ENSG00000101882
NKAPL,ENSG00000189134
NKIRAS1,ENSG00000197885
NKIRAS2,ENSG00000168256
NKRF,ENSG00000186416
NKX2-2,ENSG00000125820
NKX6-1,ENSG00000163623
NKX6-3,ENSG00000165066
NLE1,ENSG00000073536
NLK,ENSG00000087095
NLN,ENSG00000123213
NLRX1,ENSG00000160703
NMD3,ENSG00000169251
NME1,ENSG00000239672
NME2,ENSG00000011052
NME3,ENSG00000103024
NME4,ENSG00000103202
NME6,ENSG00000172113
NMNAT1,ENSG00000173614
NMRAL1,ENSG00000153406
NMRK1,ENSG00000106733
NMT1,ENSG00000136448
NMT2,ENSG00000152465
NNAT,ENSG00000053438
NNT,ENSG00000112992
NOA1,ENSG00000084092
NOB1,ENSG00000141101
NOC2L,ENSG00000188976
NOC3L,ENSG00000173145
NOC4L,ENSG00000184967
NOL10,ENSG00000115761
NOL11,ENSG00000130935
NOL3,ENSG00000140939
NOL4,ENSG00000101746
NOL6,ENSG00000165271
NOL8,ENSG00000198000
NOL9,ENSG00000162408
NOLC1,ENSG00000166197
NOM1,ENSG00000146909
NOMO1,ENSG00000103512
NOMO2,ENSG00000185164
NONO,ENSG00000147140
NOP10,ENSG00000182117
NOP14,ENSG00000087269
NOP16,ENSG00000048162
NOP2,ENSG00000111641
NOP56,ENSG00000101361
NOP58,ENSG00000055044
NOP9,ENSG00000196943
NOSIP,ENSG00000142546
NOVA1,ENSG00000139910
NOVA2,ENSG00000104967
NPAS3,ENSG00000151322
NPAT,ENSG00000149308
NPC1,ENSG00000141458
NPC2,ENSG00000119655
NPDC1,ENSG00000107281
NPEPL1,ENSG00000215440
NPEPPS,ENSG00000141279
NPHP4,ENSG00000131697
NPHS1,ENSG00000161270
NPLOC4,ENSG00000182446
NPM1,ENSG00000181163
NPM2,ENSG00000158806
NPM3,ENSG00000107833
NPNT,ENSG00000168743
NPR1,ENSG00000169418
NPRL2,ENSG00000114388
NPRL3,ENSG00000103148
NPTN,ENSG00000156642
NPTX2,ENSG00000106236
NPTXR,ENSG00000221890
NPY,ENSG00000122585
NQO1,ENSG00000181019
NR0B1,ENSG00000169297
NR1D2,ENSG00000174738
NR2C1,ENSG00000120798
NR2C2,ENSG00000177463
NR2C2AP,ENSG00000184162
NR2F1,ENSG00000175745
NR2F2,ENSG00000185551
NR2F6,ENSG00000160113
NR3C1,ENSG00000113580
NRAS,ENSG00000213281
NRBF2,ENSG00000148572
NRCAM,ENSG00000091129
NRDE2,ENSG00000119720
NRF1,ENSG00000106459
NRGN,ENSG00000154146
NRM,ENSG00000137404
NRSN1,ENSG00000152954
NRSN2,ENSG00000125841
NRXN1,ENSG00000179915
NRXN2,ENSG00000110076
NSA2,ENSG00000164346
